ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Sub-Rarity,Agg. RANK,Rarest Trait %,Rarest Trait Score,Rarity,Final Rank,Glitched?
1774,Jeff,Rainbow,Brown And Orange,None,Golden Earring,None,Nothing,SciFi Space Suit,"11,25%","9,56%","10,38%","64,95%","3,79%","52,08%","65,90%","0,42%","0,0000000399",1826,"48,35",5,"63,89","56,12",2012,"0,42","89,23","67,15384337",898,N
2062,Albert,Space Gold,Grey And Yellow,None,Rose Necklace,None,Nothing,Catchphrase Ripped Tee,"10,83%","2,07%","12,13%","64,95%","1,11%","52,08%","65,90%","1,51%","0,0000000101",2545,"67,38",5,"63,89","65,63",1298,"1,11","70,17","67,14666742",899,N
69,Juanita,Deep Blue,Purple And Green,None,None,None,Ganja,Royal Outfit,"11,25%","7,73%","7,60%","64,95%","62,75%","52,08%","5,75%","0,45%","0,0000000363",1854,"49,09",5,"63,89","56,49",1989,"0,45","88,40","67,12475307",900,N
15,Lou,Ones & Zeros,Green And Orange,Flower Power,Silver Necklace,None,Ganja,ArtsyApes Tee,"12,05%","5,30%","13,66%","3,52%","4,82%","52,08%","5,75%","2,67%","0,00000000118",3276,"86,74",7,"87,45","87,09",444,"2,67","27,08","67,09015393",901,N
1285,Juanita,Brick Wall,Brown And Orange,Orange Shades,None,None,Cigarette,Black Waistcoat,"11,25%","6,09%","10,38%","6,35%","62,75%","52,08%","2,78%","1,46%","0,00000000598",2837,"75,11",6,"65,63","70,37",941,"1,46","60,50","67,0838081",902,N
3613,Lou,Gold Flakes,Blue And Orange,None,Jägermeister Chain,Captain's Hat,Nothing,Go ***** Yourself Tee,"12,05%","6,33%","22,00%","64,95%","2,99%","4,18%","65,90%","1,16%","0,0000000105",2524,"66,83",6,"65,63","66,23",1253,"1,16","68,79","67,08347468",903,N
725,Ham,Matrix,Orange And Blue,None,Bitcoin Chain,Chef's Hat,Pizza,_APES_ Sweater,"9,74%","4,21%","21,66%","64,95%","2,70%","4,26%","5,00%","3,02%","0,000000001",3306,"87,53",7,"87,45","87,49",422,"2,7","26,26","67,07871432",904,N
777,Juanita,Bright Sky,Brown And Orange,Orange Shades,Septum Piercing,None,Nothing,White Plain Tee,"11,25%","7,18%","10,38%","6,35%","3,47%","52,08%","65,90%","1,30%","0,00000000822",2666,"70,59",6,"65,63","68,11",1110,"1,3","64,92","67,04774054",905,N
1104,Turned,Red & Green Aura,Loose,None,Silver Necklace,Devil Horns,Nothing,Ripped Black Shirt,"2,20%","6,80%","2,09%","64,95%","4,82%","3,10%","65,90%","2,25%","0,00000000045",3490,"92,40",6,"65,63","79,02",600,"2,09","43,10","67,0465593",906,N
3318,Albert,Ones & Zeros,Grey And Yellow,Deal With It,None,None,Cigar,ArtsyApes Brains Longsleeve,"10,83%","5,30%","12,13%","5,03%","62,75%","52,08%","4,00%","1,43%","0,00000000653",2801,"74,16",6,"65,63","69,90",978,"1,43","61,33","67,04229563",907,N
1707,Turned,Deep Blue,Loose,None,Bitcoin Chain,None,Ganja,Ape College Jacket,"2,20%","7,73%","2,09%","64,95%","2,70%","52,08%","5,75%","2,49%","0,000000000464",3483,"92,22",6,"65,63","78,93",601,"2,09","43,10","66,98478187",908,N
3596,Jeff,Ones & Zeros,Blue And Orange,Orange Shades,Double Ear Piercing,None,Nothing,100 Emoji Swag Tee,"11,25%","5,30%","22,00%","6,35%","3,36%","52,08%","65,90%","1,14%","0,0000000109",2490,"65,93",6,"65,63","65,78",1286,"1,14","69,34","66,96754624",909,N
2206,Albert,Red & Green Aura,Purple And Green,Green Cybernetic Visor,None,None,Cigar,"3,3 Tee","10,83%","6,80%","7,60%","1,62%","62,75%","52,08%","4,00%","3,39%","0,000000004",2987,"79,08",6,"65,63","72,36",793,"1,62","56,09","66,93454339",910,N
1211,Ham,Deep Blue,Green And Orange,None,#WAGMI Chain,None,Nothing,Hawaii Shirt,"9,74%","7,73%","13,66%","64,95%","0,56%","52,08%","65,90%","2,20%","0,000000028",1947,"51,55",5,"63,89","57,72",1902,"0,56","85,36","66,93277695",911,N
1331,Albert,Ones & Zeros,Brown And Orange,None,None,Luart Helmet,Nothing,ArtsyApes Basketball Jersey,"10,83%","5,30%","10,38%","64,95%","62,75%","0,95%","65,90%","0,93%","0,0000000141",2332,"61,74",5,"63,89","62,81",1517,"0,93","75,14","66,92406864",912,N
2246,Lou,Bright Sky,Blue And Orange,None,None,Beer Helmet,Pizza,Guy Fieri Flame Shirt,"12,05%","7,18%","22,00%","64,95%","62,75%","2,89%","5,00%","1,09%","0,0000000121",2430,"64,34",6,"65,63","64,99",1347,"1,09","70,72","66,89835879",913,N
95,Juanita,Bright Sky,Blue And Orange,Pilot Sunglasses,Golden Eyebrow Piercing,None,Nothing,Rich Old White Male Tee,"11,25%","7,18%","22,00%","5,43%","2,62%","52,08%","65,90%","1,19%","0,0000000103",2534,"67,09",6,"65,63","66,36",1242,"1,19","67,96","66,89552814",914,N
3532,Lou,Abstract Red_Blue,Blue And Orange,Green Cybernetic Visor,None,None,Cigarette,Dopey Hoodie,"12,05%","4,87%","22,00%","1,62%","62,75%","52,08%","2,78%","2,17%","0,00000000411",2981,"78,93",6,"65,63","72,28",800,"1,62","56,09","66,88159132",915,N
3448,Bruno,Deep Blue,Blue And Orange,Flower Power,Jägermeister Chain,Red Cap,Nothing,"3,3 Tee","10,83%","7,73%","22,00%","3,52%","2,99%","2,70%","65,90%","3,39%","0,00000000117",3280,"86,84",7,"87,45","87,15",440,"2,7","26,26","66,84925532",916,N
1786,Ham,Stebo Tag Wall,Grey And Yellow,None,None,None,Nothing,Go ***** Yourself Tee,"9,74%","0,74%","12,13%","64,95%","62,75%","52,08%","65,90%","1,16%","0,000000143",1296,"34,31",4,"85,84","60,07",1730,"0,74","80,39","66,84648861",917,N
3271,Juanita,Mountains,Brown And Orange,Orange Shades,None,Clown Wig,Nothing,Black Waistcoat,"11,25%","5,61%","10,38%","6,35%","62,75%","2,57%","65,90%","1,46%","0,00000000644",2809,"74,37",6,"65,63","70,00",969,"1,46","60,50","66,8366984",918,N
1789,Bruno,Abstract White_Blue,Yellow And Blue,Heart Sunglasses,None,None,Ganja,ArtsyApes Brains Longsleeve,"10,83%","5,19%","10,22%","4,42%","62,75%","52,08%","5,75%","1,43%","0,00000000682",2772,"73,39",6,"65,63","69,51",1004,"1,43","61,33","66,78636059",919,N
2463,Gordo,Red & Green Aura,Blue And Orange,Orange Shades,Double Ear Piercing,Captain's Hat,Party Whistle,"3,3 Tee","10,19%","6,80%","22,00%","6,35%","3,36%","4,18%","5,35%","3,39%","0,000000000247",3574,"94,63",8,"97,62","96,12",94,"3,36","8,03","66,75644017",920,N
2260,Bruno,Gold Flakes,Blue And Orange,3D,None,Orange Beanie,Cigar,Thorchain Hoodie & Jacket,"10,83%","6,33%","22,00%","3,71%","62,75%","3,87%","4,00%","2,65%","0,00000000143",3217,"85,17",7,"87,45","86,31",487,"2,65","27,64","66,75359183",921,N
548,Albert,Abstract White_Blue,Brown And Orange,None,Golden Earring,Jägermeister Antlers,Nothing,Jägermeister Hoodie,"10,83%","5,19%","10,38%","64,95%","3,79%","2,07%","65,90%","1,69%","0,00000000331",3037,"80,41",6,"65,63","73,02",750,"1,69","54,15","66,73134405",922,N
323,Turned,Red & Green Aura,Loose,Heart Sunglasses,None,None,Pizza,Ape College Jacket,"2,20%","6,80%","2,09%","4,42%","62,75%","52,08%","5,00%","2,49%","0,000000000563",3454,"91,45",6,"65,63","78,54",606,"2,09","43,10","66,72884683",923,N
3547,Ham,Sunny Beach,Grey And Yellow,Heart Sunglasses,None,None,Nothing,Captain's Outfit,"9,74%","3,18%","12,13%","4,42%","62,75%","52,08%","65,90%","0,66%","0,0000000237",2027,"53,67",5,"63,89","58,78",1827,"0,66","82,60","66,71813799",924,N
2067,Gordo,Matrix,Orange And Blue,Green Cybernetic Visor,Septum Piercing,None,Nothing,Ape College Jacket,"10,19%","4,21%","21,66%","1,62%","3,47%","52,08%","65,90%","2,49%","0,00000000445",2961,"78,40",6,"65,63","72,01",817,"1,62","56,09","66,70508439",925,N
2202,Turned,Deep Green,Loose,None,None,None,Lollipop,None,"2,20%","6,43%","2,09%","64,95%","62,75%","52,08%","5,03%","2,52%","0,00000000794",2688,"71,17",4,"85,84","78,50",607,"2,09","43,10","66,70237079",926,N
2664,Juanita,Stebo Tag Wall,Yellow And Blue,None,None,Orange Beanie,Nothing,White Shirt & Blue Tie,"11,25%","0,74%","10,22%","64,95%","62,75%","3,87%","65,90%","2,28%","0,0000000202",2105,"55,73",5,"63,89","59,81",1752,"0,74","80,39","66,66998168",927,N
1178,Gordo,Mountains,Purple And Green,Deal With It,None,None,Cigarette,Jägermeister Hoodie,"10,19%","5,61%","7,60%","5,03%","62,75%","52,08%","2,78%","1,69%","0,00000000337",3030,"80,22",6,"65,63","72,93",756,"1,69","54,15","66,66956662",928,N
1196,Lou,Deep Blue,Blue And Orange,None,#WAGMI Chain,None,Nothing,Rich Old White Male Tee,"12,05%","7,73%","22,00%","64,95%","0,56%","52,08%","65,90%","1,19%","0,0000000303",1917,"50,75",5,"63,89","57,32",1938,"0,56","85,36","66,66801656",929,N
107,Albert,Space Silver,Blue And Orange,None,Golden Nose Ring,Reverse Hat,Cigarette,Thorchain Hoodie & Jacket,"10,83%","6,43%","22,00%","64,95%","5,56%","3,76%","2,78%","2,65%","0,00000000153",3206,"84,88",7,"87,45","86,17",495,"2,65","27,64","66,65651302",930,N
1970,Jeff,Abstract Red_Blue,Blue And Orange,Heart Sunglasses,None,Clown Wig,Nothing,Suit & Bow Tie,"11,25%","4,87%","22,00%","4,42%","62,75%","2,57%","65,90%","1,38%","0,0000000078",2705,"71,62",6,"65,63","68,63",1070,"1,38","62,71","66,65539571",931,N
2986,Lou,Sprayed Wall,Orange And Blue,Pilot Sunglasses,None,Gold Crown,Nothing,Stebo Tee,"12,05%","5,30%","21,66%","5,43%","62,75%","1,11%","65,90%","3,57%","0,0000000123",2421,"64,10",6,"65,63","64,87",1356,"1,11","70,17","66,63479734",932,N
3134,Ham,Bright Sky,Purple And Green,None,Cross Earring,Devil Horns,Pizza,Blue Jacket,"9,74%","7,18%","7,60%","64,95%","3,10%","3,10%","5,00%","2,91%","0,000000000482",3473,"91,95",7,"87,45","89,70",279,"2,91","20,46","66,61914717",933,N
1422,Ham,Ones & Zeros,Purple And Green,None,Cross Earring,Visor Cap,Nothing,Thorchain Hoodie,"9,74%","5,30%","7,60%","64,95%","3,10%","3,57%","65,90%","1,72%","0,0000000032",3055,"80,88",6,"65,63","73,26",732,"1,72","53,32","66,61400028",934,N
2981,Gordo,Deep Green,Grey And Yellow,Flower Power,Silver Necklace,None,Nothing,Black Waistcoat,"10,19%","6,43%","12,13%","3,52%","4,82%","52,08%","65,90%","1,46%","0,00000000674",2783,"73,68",6,"65,63","69,66",993,"1,46","60,50","66,6072394",935,N
913,Turned,Mountains,Loose,Orange Shades,None,Visor Cap,Nothing,Ape College Jacket,"2,20%","5,61%","2,09%","6,35%","62,75%","3,57%","65,90%","2,49%","0,000000000603",3440,"91,08",6,"65,63","78,36",609,"2,09","43,10","66,60529198",936,N
1364,Robin,Brick Wall,Blue And Orange,None,Silver Necklace,Gold Crown,Nothing,Luna Tee,"11,04%","6,09%","22,00%","64,95%","4,82%","1,11%","65,90%","3,65%","0,0000000124",2416,"63,97",6,"65,63","64,80",1362,"1,11","70,17","66,5906706",937,N
3013,Turned,Rainbow,Loose,3D,None,Reverse Hat,Nothing,Jägermeister Urban Hoodie,"2,20%","9,56%","2,09%","3,71%","62,75%","3,76%","65,90%","2,41%","0,00000000061",3438,"91,02",6,"65,63","78,33",610,"2,09","43,10","66,58764129",938,N
167,Jeff,Abstract White_Blue,Yellow And Blue,Green Cybernetic Visor,Silver Necklace,None,Nothing,Blue Jacket,"11,25%","5,19%","10,22%","1,62%","4,82%","52,08%","65,90%","2,91%","0,00000000464",2947,"78,02",6,"65,63","71,83",831,"1,62","56,09","66,58152954",939,N
3270,Gordo,Mountains,Orange And Blue,None,Golden Earring,Orange Beanie,Lollipop,Thorchain Hoodie & Jacket,"10,19%","5,61%","21,66%","64,95%","3,79%","3,87%","5,03%","2,65%","0,00000000157",3197,"84,64",7,"87,45","86,05",501,"2,65","27,64","66,5770849",940,N
2853,Turned,Bright Sky,Loose,Orange Shades,None,None,Party Whistle,Plain White Shirt,"2,20%","7,18%","2,09%","6,35%","62,75%","52,08%","5,35%","2,04%","0,000000000747",3384,"89,59",6,"65,63","77,61",616,"2,04","44,49","66,57140591",941,N
635,Whitney,Deep Green,Brown And Orange,None,#WAGMI Chain,None,Nothing,Stebo Tee,"10,46%","6,43%","10,38%","64,95%","0,56%","52,08%","65,90%","3,57%","0,0000000309",1905,"50,44",5,"63,89","57,16",1949,"0,56","85,36","66,5621124",942,N
3459,Whitney,Sprayed Wall,Yellow And Blue,None,Golden Nose Ring,Reverse Hat,Nothing,ArtsyApes Brains Longsleeve,"10,46%","5,30%","10,22%","64,95%","5,56%","3,76%","65,90%","1,43%","0,00000000724",2743,"72,62",6,"65,63","69,13",1032,"1,43","61,33","66,53042554",943,N
2797,Robin,Matrix,Green And Orange,None,Silver Necklace,Visor Cap,Nothing,Black Waistcoat,"11,04%","4,21%","13,66%","64,95%","4,82%","3,57%","65,90%","1,46%","0,00000000682",2773,"73,42",6,"65,63","69,53",1003,"1,46","60,50","66,51898593",944,N
2294,Juanita,Bright Sky,Green And Orange,Pilot Sunglasses,None,None,Lollipop,Derby Stars Turtleneck,"11,25%","7,18%","13,66%","5,43%","62,75%","52,08%","5,03%","1,16%","0,0000000115",2460,"65,13",6,"65,63","65,38",1316,"1,16","68,79","66,51865251",945,N
351,Juanita,Deep Blue,Grey And Yellow,Clear Lenses Round,None,None,Pizza,Clown Suit,"11,25%","7,73%","12,13%","3,87%","62,75%","52,08%","5,00%","1,32%","0,00000000883",2626,"69,53",6,"65,63","67,58",1151,"1,32","64,37","66,51059335",946,N
1305,Whitney,Rainbow,Green And Orange,Heart Sunglasses,None,Chef's Hat,Nothing,100 Emoji Swag Tee,"10,46%","9,56%","13,66%","4,42%","62,75%","4,26%","65,90%","1,14%","0,0000000121",2433,"64,42",6,"65,63","65,03",1344,"1,14","69,34","66,46450149",947,N
1490,Robin,Deep Green,Orange And Blue,None,Bitcoin Chain,ArtsyApes Cap,Bubblegum,Colorbomb Tee,"11,04%","6,43%","21,66%","64,95%","2,70%","4,05%","3,89%","3,18%","0,00000000135",3235,"85,65",7,"87,45","86,55",474,"2,7","26,26","66,45211473",948,N
3268,Albert,Ones & Zeros,Purple And Green,None,None,Jägermeister Cap,Lollipop,Dopey Hoodie,"10,83%","5,30%","7,60%","64,95%","62,75%","1,72%","5,03%","2,17%","0,00000000334",3035,"80,35",6,"65,63","72,99",751,"1,72","53,32","66,43749336",949,N
1353,Turned,Brick Wall,Loose,None,Golden Nose Ring,Propeller Hat,Nothing,Blue Camo Shirt,"2,20%","6,09%","2,09%","64,95%","5,56%","4,02%","65,90%","2,44%","0,000000000653",3420,"90,55",6,"65,63","78,09",612,"2,09","43,10","66,42878505",950,N
1282,Bruno,Abstract White_Blue,Grey And Yellow,None,None,Jägermeister Cap,Bubblegum,Fantom Sweater,"10,83%","5,19%","12,13%","64,95%","62,75%","1,72%","3,89%","1,80%","0,00000000335",3033,"80,30",6,"65,63","72,97",753,"1,72","53,32","66,41984266",951,N
1108,Jeff,Stebo Tag Wall,Purple And Green,None,None,None,Nothing,Thorchain Hoodie,"11,25%","0,74%","7,60%","64,95%","62,75%","52,08%","65,90%","1,72%","0,000000153",1245,"32,96",4,"85,84","59,40",1786,"0,74","80,39","66,39639594",952,N
3108,Jeff,Sunny Beach,Orange And Blue,None,Golden Nose Ring,None,Ganja,Dappimg Tee,"11,25%","3,18%","21,66%","64,95%","5,56%","52,08%","5,75%","1,24%","0,0000000104",2528,"66,93",6,"65,63","66,28",1249,"1,24","66,58","66,38224273",953,N
3261,Juanita,Sprayed Wall,Brown And Orange,Clear Lenses Round,Golden Nose Ring,None,Nothing,Black Turtleneck,"11,25%","5,30%","10,38%","3,87%","5,56%","52,08%","65,90%","1,48%","0,00000000676",2778,"73,55",6,"65,63","69,59",998,"1,48","59,95","66,37897933",954,N
3740,Turned,Deep Green,Loose,None,Silver Necklace,None,Ganja,Blue Camo Shirt,"2,20%","6,43%","2,09%","64,95%","4,82%","52,08%","5,75%","2,44%","0,000000000674",3412,"90,34",6,"65,63","77,99",614,"2,09","43,10","66,35818228",955,N
801,Robin,Mountains,Orange And Blue,Clear Lenses Round,Bitcoin Chain,None,Party Whistle,Stebo Tee,"11,04%","5,61%","21,66%","3,87%","2,70%","52,08%","5,35%","3,57%","0,00000000139",3224,"85,36",7,"87,45","86,40",482,"2,7","26,26","66,35503592",956,N
3128,Ham,Abstract Red_Blue,Orange And Blue,None,Bitcoin Chain,Chef's Hat,Pizza,Luna Tee,"9,74%","4,87%","21,66%","64,95%","2,70%","4,26%","5,00%","3,65%","0,00000000141",3223,"85,33",7,"87,45","86,39",483,"2,7","26,26","66,34621057",957,N
2473,Juanita,Ones & Zeros,Grey And Yellow,None,Golden Nose Ring,None,Bubblegum,ArtsyApes Brains Longsleeve,"11,25%","5,30%","12,13%","64,95%","5,56%","52,08%","3,89%","1,43%","0,00000000756",2721,"72,04",6,"65,63","68,84",1054,"1,43","61,33","66,33626792",958,N
1239,Jeff,Space Silver,Orange And Blue,None,None,Gold Crown,Pizza,Luna Tee,"11,25%","6,43%","21,66%","64,95%","62,75%","1,11%","5,00%","3,65%","0,000000013",2384,"63,12",6,"65,63","64,38",1395,"1,11","70,17","66,30825952",959,N
3377,Ham,Half-Sprayed Wall,Blue And Orange,None,Golden Earring,None,Nothing,SciFi Space Suit,"9,74%","6,99%","22,00%","64,95%","3,79%","52,08%","65,90%","0,42%","0,0000000536",1730,"45,80",5,"63,89","54,85",2087,"0,42","89,23","66,30661011",960,N
2120,Lou,Half-Sprayed Wall,Blue And Orange,None,Septum Piercing,Orange Beanie,Bubblegum,ArtsyApes Tee,"12,05%","6,99%","22,00%","64,95%","3,47%","3,87%","3,89%","2,67%","0,00000000168",3185,"84,33",7,"87,45","85,89",509,"2,67","27,08","66,28704741",961,N
59,Bruno,Matrix,Orange And Blue,Flower Power,Jägermeister Chain,None,Bubblegum,Blue Jacket,"10,83%","4,21%","21,66%","3,52%","2,99%","52,08%","3,89%","2,91%","0,000000000614",3435,"90,95",7,"87,45","89,20",310,"2,91","20,46","66,28378401",962,N
663,Whitney,Deep Green,Blue And Orange,None,Cross Earring,Devil Horns,Nothing,Suit & Bow Tie,"10,46%","6,43%","22,00%","64,95%","3,10%","3,10%","65,90%","1,38%","0,00000000837",2659,"70,40",6,"65,63","68,02",1116,"1,38","62,71","66,24942978",963,N
3287,Juanita,Bright Sky,Blue And Orange,None,None,Red Cap,Party Whistle,Derby Stars Turtleneck,"11,25%","7,18%","22,00%","64,95%","62,75%","2,70%","5,35%","1,16%","0,0000000122",2426,"64,23",6,"65,63","64,93",1351,"1,16","68,79","66,21859073",964,N
1558,Albert,Sunny Beach,Grey And Yellow,Orange Shades,None,Propeller Hat,Nothing,Catchphrase Ripped Tee,"10,83%","3,18%","12,13%","6,35%","62,75%","4,02%","65,90%","1,51%","0,00000000666",2791,"73,89",6,"65,63","69,76",987,"1,51","59,12","66,21750883",965,N
2803,Albert,Bright Sky,Orange And Blue,Heart Sunglasses,Double Ear Piercing,None,Nothing,Dappimg Tee,"10,83%","7,18%","21,66%","4,42%","3,36%","52,08%","65,90%","1,24%","0,0000000107",2508,"66,40",6,"65,63","66,02",1270,"1,24","66,58","66,2057358",966,N
1281,Gordo,Deep Blue,Orange And Blue,Heart Sunglasses,None,Visor Cap,Nothing,100 Emoji Swag Tee,"10,19%","7,73%","21,66%","4,42%","62,75%","3,57%","65,90%","1,14%","0,0000000127",2403,"63,62",6,"65,63","64,63",1376,"1,14","69,34","66,1997411",967,N
461,Lou,Ones & Zeros,Blue And Orange,None,Bitcoin Chain,None,Cigar,Black Waistcoat,"12,05%","5,30%","22,00%","64,95%","2,70%","52,08%","4,00%","1,46%","0,00000000746",2731,"72,31",6,"65,63","68,97",1043,"1,46","60,50","66,14832138",968,N
2056,Ham,Gold Flakes,Orange And Blue,Green Cybernetic Visor,None,Beer Helmet,Nothing,Plain White Shirt,"9,74%","6,33%","21,66%","1,62%","62,75%","2,89%","65,90%","2,04%","0,00000000525",2896,"76,67",6,"65,63","71,15",884,"1,62","56,09","66,13143687",969,N
3415,Albert,Deep Green,Blue And Orange,Flower Power,Double Ear Piercing,None,Nothing,Suit & Bow Tie,"10,83%","6,43%","22,00%","3,52%","3,36%","52,08%","65,90%","1,38%","0,00000000858",2643,"69,98",6,"65,63","67,81",1132,"1,38","62,71","66,10822423",970,N
1448,Gordo,Abstract White_Blue,Orange And Blue,None,Silver Necklace,Chef's Hat,Nothing,Rich Old White Male Tee,"10,19%","5,19%","21,66%","64,95%","4,82%","4,26%","65,90%","1,19%","0,000000012",2440,"64,60",6,"65,63","65,12",1336,"1,19","67,96","66,06594558",971,N
2074,Robin,Abstract White_Blue,Green And Orange,Flower Power,Golden Nose Ring,None,Nothing,Black Waistcoat,"11,04%","5,19%","13,66%","3,52%","5,56%","52,08%","65,90%","1,46%","0,00000000766",2714,"71,86",6,"65,63","68,75",1062,"1,46","60,50","65,9982905",972,N
2787,Gordo,Sunny Beach,Blue And Orange,None,Golden Earring,Jägermeister Cap,Nothing,Plain White Shirt,"10,19%","3,18%","22,00%","64,95%","3,79%","1,72%","65,90%","2,04%","0,00000000405",2984,"79,00",6,"65,63","72,32",796,"1,72","53,32","65,98740069",973,N
1304,Robin,Ones & Zeros,Grey And Yellow,Green Cybernetic Visor,None,Reverse Hat,Nothing,ApeCoin Tee,"11,04%","5,30%","12,13%","1,62%","62,75%","3,76%","65,90%","3,10%","0,00000000551",2876,"76,15",6,"65,63","70,89",904,"1,62","56,09","65,95492994",974,N
2660,Robin,Deep Green,Purple And Green,None,Double Ear Piercing,None,Cigarette,Fantom Sweater,"11,04%","6,43%","7,60%","64,95%","3,36%","52,08%","2,78%","1,80%","0,00000000307",3062,"81,07",6,"65,63","73,35",726,"1,8","51,11","65,93924437",975,N
2119,Albert,Abstract White_Blue,Grey And Yellow,None,Golden Nose Ring,None,Lollipop,Suit & Bow Tie,"10,83%","5,19%","12,13%","64,95%","5,56%","52,08%","5,03%","1,38%","0,00000000887",2622,"69,42",6,"65,63","67,53",1155,"1,38","62,71","65,92289196",976,N
417,Jeff,Bright Sky,Blue And Orange,3D,None,Reverse Hat,Cigarette,Blue Jacket,"11,25%","7,18%","22,00%","3,71%","62,75%","3,76%","2,78%","2,91%","0,00000000126",3258,"86,26",7,"87,45","86,85",457,"2,78","24,05","65,91856436",977,N
2518,Lou,Half-Sprayed Wall,Blue And Orange,None,None,Clown Wig,Ganja,Derby Stars Turtleneck,"12,05%","6,99%","22,00%","64,95%","62,75%","2,57%","5,75%","1,16%","0,000000013",2387,"63,20",6,"65,63","64,42",1391,"1,16","68,79","65,87440222",978,N
721,Bruno,Rainbow,Blue And Orange,Orange Shades,Silver Necklace,ArtsyApes Cap,Nothing,Ape College Jacket,"10,83%","9,56%","22,00%","6,35%","4,82%","4,05%","65,90%","2,49%","0,00000000463",2950,"78,10",7,"87,45","82,78",571,"2,49","32,06","65,87029101",979,N
2819,Gordo,Rainbow,Grey And Yellow,None,Golden Eyebrow Piercing,Visor Cap,Nothing,Catchphrase Ripped Tee,"10,19%","9,56%","12,13%","64,95%","2,62%","3,57%","65,90%","1,51%","0,00000000715",2751,"72,84",6,"65,63","69,23",1023,"1,51","59,12","65,86449498",980,N
3075,Gordo,Deep Green,Orange And Blue,Clear Lenses Round,Cross Earring,None,Nothing,ArtsyApes Brains Longsleeve,"10,19%","6,43%","21,66%","3,87%","3,10%","52,08%","65,90%","1,43%","0,00000000834",2662,"70,48",6,"65,63","68,06",1114,"1,43","61,33","65,81557248",981,N
2241,Gordo,Deep Green,Grey And Yellow,Clear Lenses Round,Cross Necklace,Propeller Hat,Nothing,Blue Jacket,"10,19%","6,43%","12,13%","3,87%","3,18%","4,02%","65,90%","2,91%","0,000000000754",3380,"89,49",7,"87,45","88,47",359,"2,91","20,46","65,79838996",982,N
